ReportTitle
Kleine Hochschulstatistik im WiSe 2022/23

Standort,Textbox24,StudDeutschW3,StudDeutsch1HS,StudAusland1HSW,StudDeutsch1FS,StudDeutsch1FSW,StudAusland,StudAuslandW,StudAusland1HSW1,StudAusland1HSW5,StudAusland1FS,StudDeutsch1FSW2,Stud1HS,Stud1FS,Textbox176,Organisation1,Textbox28,Textbox42,StudDeutsch1HS1,Textbox63,Textbox72,Textbox81,Textbox89,Textbox114,Textbox131,StudAusland1HSW4,Textbox156,StudDeutsch1FSW3,Textbox163,Textbox170,Textbox177,Studiengang1,StudDeutsch1,Textbox43,Textbox57,Textbox64,Textbox73,Textbox83,Textbox90,Textbox115,Textbox132,StudAusland1HSW3,Textbox157,StudDeutsch1FSW1,Textbox164,Textbox171,Textbox178,Textbox19,Textbox44,Textbox58,Textbox65,Textbox74,Textbox84,Textbox102,Textbox116,Textbox133,StudAusland1HSW2,Textbox158,StudAusland1FSW1,Textbox165,Textbox172,Textbox179
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  International Physiotherapy,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  International Supply Chain Management,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Internationale Betriebswirtschaft und Management,243,151,31,20,37,23,61,38,30,18,4,1,61,41,304,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Management in der Gesundheitsversorgung,66,49,0,0,25,20,0,0,0,0,0,0,0,25,66,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Management in Nonprofit-Organisationen,47,40,1,1,19,17,33,25,7,7,10,8,8,29,80,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Midwifery,134,133,1,1,0,0,2,2,0,0,0,0,1,0,136,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Muskuloskelettale Therapie (Manuelle Therapie – OMT),69,30,2,2,23,11,10,6,0,0,6,3,2,29,79,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Öffentliche Verwaltung,272,179,66,46,86,59,8,7,3,3,4,4,69,90,280,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Öffentliches Management,146,107,42,33,53,40,4,3,1,1,1,1,43,54,150,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Pflege (dual) - WiSo,140,119,21,18,26,22,8,6,3,2,1,1,24,27,148,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Pflegemanagement,144,92,0,0,0,0,3,3,0,0,0,0,0,0,147,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Pflegewissenschaft,116,97,0,0,0,0,4,3,0,0,0,0,0,0,120,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Physiotherapie,91,48,11,6,0,0,2,1,2,1,0,0,13,0,93,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Public Management,140,89,0,0,0,0,0,0,0,0,0,0,0,0,140,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Research and Innovation in Higher Education,0,0,0,0,0,0,7,4,7,4,0,0,7,0,7,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Soziale Arbeit,327,242,95,76,126,98,15,12,3,2,8,7,98,134,342,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Soziale Arbeit: Lokale Gestaltung sozialer Teilhabe,45,35,0,0,12,10,1,1,0,0,0,0,0,12,46,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Taxation,13,8,0,0,9,5,1,1,0,0,1,1,0,10,14,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Volkswirtschaftslehre,94,16,9,3,12,5,7,4,0,0,0,0,9,12,101,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Wirtschaftsinformatik (Master),16,3,0,0,1,0,1,0,0,0,0,0,0,1,17,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Wirtschaftspsychologie,297,223,42,33,47,37,18,13,1,1,1,1,43,48,315,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Wirtschaftsrecht (Bachelor),374,189,60,43,75,50,25,19,6,5,7,6,66,82,399,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Fakultät Wirtschafts- und Sozialwissenschaften,4862,3109,718,489,1018,654,387,258,121,82,80,57,839,1098,5249,  Wirtschaftsrecht (Master),50,33,0,0,0,0,0,0,0,0,0,0,0,0,50,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
Osnabrück Westerberg,7852,3674,1135,565,1629,768,668,340,178,98,125,69,1313,1754,8520, Institut für Musik,367,137,32,11,58,19,63,33,7,3,5,1,39,63,430,  Mit Kindern singen,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12584,5693,2000,931,2913,1332,773,387,201,108,151,83,2201,3064,13357
