ReportTitle
Kleine Hochschulstatistik im WiSe 2019/20

Standort,Textbox24,StudDeutschW3,StudDeutsch1HS,StudAusland1HSW,StudDeutsch1FS,StudDeutsch1FSW,StudAusland,StudAuslandW,StudAusland1HSW1,StudAusland1HSW5,StudAusland1FS,StudDeutsch1FSW2,Stud1HS,Stud1FS,Textbox176,Organisation1,Textbox28,Textbox42,StudDeutsch1HS1,Textbox63,Textbox72,Textbox81,Textbox89,Textbox114,Textbox131,StudAusland1HSW4,Textbox156,StudDeutsch1FSW3,Textbox163,Textbox170,Textbox177,Studiengang1,StudDeutsch1,Textbox43,Textbox57,Textbox64,Textbox73,Textbox83,Textbox90,Textbox115,Textbox132,StudAusland1HSW3,Textbox157,StudDeutsch1FSW1,Textbox164,Textbox171,Textbox178,Textbox19,Textbox44,Textbox58,Textbox65,Textbox74,Textbox84,Textbox102,Textbox116,Textbox133,StudAusland1HSW2,Textbox158,StudAusland1FSW1,Textbox165,Textbox172,Textbox179
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Betriebswirtschaft (dual) - WiSo,101,59,30,18,34,21,1,1,0,0,0,0,30,34,102,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Betriebswirtschaft im Gesundheitswesen,276,189,42,30,48,31,6,3,0,0,0,0,42,48,282,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Betriebswirtschaft und Management - WiSo,607,330,107,63,120,72,37,25,13,9,7,5,120,127,644,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Business Management,80,55,0,0,30,22,1,1,0,0,0,0,0,30,81,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Controlling und Finanzen,69,32,0,0,25,13,3,1,1,1,1,1,1,26,72,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,"  Ergotherapie, Logopädie, Physiotherapie",143,118,42,38,0,0,1,1,1,1,0,0,43,0,144,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,"  Ergotherapie, Physiotherapie (dual)",229,196,38,30,46,37,5,5,1,1,1,1,39,47,234,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Gesundheitsmanagement / Health Management,53,23,0,0,0,0,2,2,0,0,0,0,0,0,55,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  HELPP – Versorgungsforschung und -gestaltung,35,32,1,1,16,14,1,1,1,1,0,0,2,16,36,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Hochschul- und Wissenschaftsmanagement,107,82,1,1,0,0,5,3,0,0,0,0,1,0,112,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  International Business and Management (Master),43,33,1,0,15,10,32,18,12,6,11,7,13,26,75,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  International Management,133,87,25,17,32,19,73,45,34,26,8,4,59,40,206,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  International Physiotherapy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  International Supply Chain Management,20,4,1,0,4,0,8,6,2,1,2,1,3,6,28,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Internationale Betriebswirtschaft und Management,294,195,38,27,49,34,54,38,33,24,3,2,71,52,348,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Management in der Gesundheitsversorgung,73,61,0,0,28,25,0,0,0,0,0,0,0,28,73,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Management in Nonprofit-Organisationen,54,41,0,0,17,12,28,20,7,5,8,6,7,25,82,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Midwifery,99,99,2,2,0,0,5,5,0,0,0,0,2,0,104,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Muskuloskelettale Therapie (Manuelle Therapie – OMT),51,26,0,0,8,3,8,4,1,1,1,1,1,9,59,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Öffentliche Verwaltung,374,271,95,73,130,96,3,2,1,1,1,1,96,131,377,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Öffentliches Management,145,102,34,26,43,29,10,8,2,2,2,2,36,45,155,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Pflege (dual) - WiSo,158,143,46,43,51,48,5,3,1,1,2,1,47,53,163,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Pflegemanagement,148,90,0,0,0,0,2,2,0,0,0,0,0,0,150,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Pflegewissenschaft,120,91,0,0,0,0,0,0,0,0,0,0,0,0,120,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Physiotherapie,57,32,16,8,0,0,0,0,0,0,0,0,16,0,57,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Public Management,91,47,0,0,0,0,0,0,0,0,0,0,0,0,91,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Soziale Arbeit,294,220,62,51,83,66,9,6,1,1,2,2,63,85,303,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Soziale Arbeit: Lokale Gestaltung sozialer Teilhabe,46,33,2,1,20,15,1,0,1,0,1,0,3,21,47,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Volkswirtschaftslehre,148,29,36,6,45,7,8,7,2,1,3,2,38,48,156,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Wirtschaftsinformatik (Master),8,4,0,0,8,4,0,0,0,0,0,0,0,8,8,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Wirtschaftspsychologie,302,225,34,25,47,36,7,5,2,2,2,2,36,49,309,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Wirtschaftsrecht (Bachelor),430,199,64,30,84,40,25,15,4,2,6,3,68,90,455,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
