ReportTitle
Kleine Hochschulstatistik im WiSe 2019/20

Standort,Textbox24,StudDeutschW3,StudDeutsch1HS,StudAusland1HSW,StudDeutsch1FS,StudDeutsch1FSW,StudAusland,StudAuslandW,StudAusland1HSW1,StudAusland1HSW5,StudAusland1FS,StudDeutsch1FSW2,Stud1HS,Stud1FS,Textbox176,Organisation1,Textbox28,Textbox42,StudDeutsch1HS1,Textbox63,Textbox72,Textbox81,Textbox89,Textbox114,Textbox131,StudAusland1HSW4,Textbox156,StudDeutsch1FSW3,Textbox163,Textbox170,Textbox177,Studiengang1,StudDeutsch1,Textbox43,Textbox57,Textbox64,Textbox73,Textbox83,Textbox90,Textbox115,Textbox132,StudAusland1HSW3,Textbox157,StudDeutsch1FSW1,Textbox164,Textbox171,Textbox178,Textbox19,Textbox44,Textbox58,Textbox65,Textbox74,Textbox84,Textbox102,Textbox116,Textbox133,StudAusland1HSW2,Textbox158,StudAusland1FSW1,Textbox165,Textbox172,Textbox179
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Fakultät Wirtschafts- und Sozialwissenschaften,5011,3208,747,498,1025,664,354,230,123,87,64,42,870,1089,5365,  Wirtschaftsrecht (Master),47,26,0,0,0,0,1,0,0,0,0,0,0,0,48,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Institut für Musik,384,147,34,18,60,28,53,27,11,7,10,6,45,70,437,  Mit Kindern singen,10,8,1,1,5,4,1,1,0,0,0,0,1,5,11,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Westerberg,8467,3818,1267,584,1797,796,610,302,197,107,113,59,1464,1910,9077, Institut für Musik,384,147,34,18,60,28,53,27,11,7,10,6,45,70,437,  Musikerziehung,374,139,33,17,55,24,52,26,11,7,10,6,44,65,426,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Agrar- und Lebensmittelwirtschaft,126,59,0,0,33,20,0,0,0,0,0,0,0,33,126,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Angewandte Nutztier- und Pflanzenwissenschaften,59,27,0,0,33,16,0,0,0,0,0,0,0,33,59,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,"  Angewandte Pflanzenbiologie - Gartenbau, Pflanzentechnologie",163,59,49,21,63,23,5,1,4,1,1,1,53,64,168,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Baubetriebswirtschaft Dual,106,15,21,5,26,6,0,0,0,0,0,0,21,26,106,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Berufliche Bildung - Teilstudiengang Ökotrophologie,84,65,18,14,23,17,2,2,0,0,0,0,18,23,86,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Bioverfahrenstechnik in Agrar- und Lebensmittelwirtschaft,112,56,27,11,34,13,1,0,0,0,0,0,27,34,113,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,"  Boden, Gewässer, Altlasten",75,46,0,0,0,0,3,2,3,2,0,0,3,0,78,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Freiraumplanung,237,126,46,29,67,38,4,3,1,0,0,0,47,67,241,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Landschaftsarchitektur,74,46,0,0,27,17,4,3,2,1,1,0,2,28,78,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Landschaftsbau (Bachelor),194,36,36,7,41,9,2,0,1,0,1,0,37,42,196,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Landschaftsbau (Master),56,15,0,0,14,1,0,0,0,0,0,0,0,14,56,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Landschaftsentwicklung,215,98,46,22,60,28,1,0,0,0,0,0,46,60,216,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Landwirtschaft,524,154,139,45,146,48,3,2,1,1,1,0,140,147,527,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Lehramt an berufsbildenden Schulen - Teilstudiengang Ökotrophologie,49,31,0,0,24,19,0,0,0,0,0,0,0,24,49,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Ökotrophologie,237,201,56,51,78,66,2,2,0,0,0,0,56,78,239,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Wirtschaftsingenieurwesen Agrar/Lebensmittel,337,137,83,37,99,40,13,9,6,5,3,2,89,102,350,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Osnabrück Haste,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803, Fakultät Agrarwissenschaften und Landschaftsarchitektur,2763,1205,521,242,768,361,40,24,18,10,7,3,539,775,2803,  Wirtschaftsingenieurwesen im Agri- und Hortibusiness,115,34,0,0,0,0,0,0,0,0,0,0,0,0,115,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Duale Studiengänge,1028,356,284,89,358,111,15,12,4,3,7,6,288,365,1043,  Betriebswirtschaft (dual) - IDS,277,140,88,43,94,46,2,2,1,1,2,2,89,96,279,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Duale Studiengänge,1028,356,284,89,358,111,15,12,4,3,7,6,288,365,1043,  Engineering technischer Systeme,179,22,66,8,70,8,3,2,0,0,0,0,66,70,182,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Duale Studiengänge,1028,356,284,89,358,111,15,12,4,3,7,6,288,365,1043,  Führung und Organisation,68,31,0,0,24,10,1,1,0,0,1,1,0,25,69,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Duale Studiengänge,1028,356,284,89,358,111,15,12,4,3,7,6,288,365,1043,  Management betrieblicher Systeme,67,22,15,5,16,6,0,0,0,0,0,0,15,16,67,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Duale Studiengänge,1028,356,284,89,358,111,15,12,4,3,7,6,288,365,1043,  Pflege (dual) - IDS,101,81,22,18,28,23,5,5,2,2,3,3,24,31,106,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Duale Studiengänge,1028,356,284,89,358,111,15,12,4,3,7,6,288,365,1043,"  Technologieanalyse, -engineering, -management",60,7,0,0,25,3,1,0,0,0,0,0,0,25,61,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Duale Studiengänge,1028,356,284,89,358,111,15,12,4,3,7,6,288,365,1043,  Wirtschaftsinformatik (dual),135,21,41,5,48,5,3,2,1,0,1,0,42,49,138,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Duale Studiengänge,1028,356,284,89,358,111,15,12,4,3,7,6,288,365,1043,  Wirtschaftsingenieurwesen (dual),141,32,52,10,53,10,0,0,0,0,0,0,52,53,141,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Kommunikationsmanagement,370,297,70,61,113,95,2,2,0,0,0,0,70,113,372,  Corporate Communications,6,5,0,0,1,1,0,0,0,0,0,0,0,1,6,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Kommunikationsmanagement,370,297,70,61,113,95,2,2,0,0,0,0,70,113,372,  Kommunikation und Management,79,66,0,0,23,20,0,0,0,0,0,0,0,23,79,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Kommunikationsmanagement,370,297,70,61,113,95,2,2,0,0,0,0,70,113,372,  Kommunikationsmanagement,285,226,70,61,89,74,2,2,0,0,0,0,70,89,287,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Management und Technik,864,172,164,35,241,48,25,8,3,2,6,3,167,247,889,  Allgemeiner Maschinenbau,114,1,30,0,32,0,0,0,0,0,0,0,30,32,114,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Management und Technik,864,172,164,35,241,48,25,8,3,2,6,3,167,247,889,  Betriebswirtschaft und Management - IMT,279,113,69,30,87,36,4,3,2,2,2,2,71,89,283,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Management und Technik,864,172,164,35,241,48,25,8,3,2,6,3,167,247,889,  Wirtschaftsinformatik,113,10,29,2,35,4,5,3,0,0,0,0,29,35,118,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Management und Technik,864,172,164,35,241,48,25,8,3,2,6,3,167,247,889,  Wirtschaftsingenieurwesen - Energiewirtschaft,47,13,0,0,19,2,6,1,0,0,1,1,0,20,53,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Management und Technik,864,172,164,35,241,48,25,8,3,2,6,3,167,247,889,  Wirtschaftsingenieurwesen (Bachelor),195,22,36,3,42,4,6,0,1,0,2,0,37,44,201,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Management und Technik,864,172,164,35,241,48,25,8,3,2,6,3,167,247,889,  Wirtschaftsingenieurwesen (Master),116,13,0,0,26,2,4,1,0,0,1,0,0,27,120,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278
Lingen,2349,884,524,190,729,267,49,26,8,5,14,9,532,743,2398, Institut für Theaterpädagogik,87,59,6,5,17,13,7,4,1,0,1,0,7,18,94,  Theaterpädagogik,87,59,6,5,17,13,7,4,1,0,1,0,7,18,94,13579,5907,2312,1016,3294,1424,699,352,223,122,134,71,2535,3428,14278

