ReportTitle
Kleine Hochschulstatistik im WiSe 2021/22

Standort,Textbox24,StudDeutschW3,StudDeutsch1HS,StudAusland1HSW,StudDeutsch1FS,StudDeutsch1FSW,StudAusland,StudAuslandW,StudAusland1HSW1,StudAusland1HSW5,StudAusland1FS,StudDeutsch1FSW2,Stud1HS,Stud1FS,Textbox176,Organisation1,Textbox28,Textbox42,StudDeutsch1HS1,Textbox63,Textbox72,Textbox81,Textbox89,Textbox114,Textbox131,StudAusland1HSW4,Textbox156,StudDeutsch1FSW3,Textbox163,Textbox170,Textbox177,Studiengang1,StudDeutsch1,Textbox43,Textbox57,Textbox64,Textbox73,Textbox83,Textbox90,Textbox115,Textbox132,StudAusland1HSW3,Textbox157,StudDeutsch1FSW1,Textbox164,Textbox171,Textbox178,Textbox19,Textbox44,Textbox58,Textbox65,Textbox74,Textbox84,Textbox102,Textbox116,Textbox133,StudAusland1HSW2,Textbox158,StudAusland1FSW1,Textbox165,Textbox172,Textbox179
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Betriebswirtschaft und Management - WiSo,589,298,105,59,133,69,22,15,5,3,6,3,110,139,611,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Business Management,62,36,0,0,25,14,0,0,0,0,0,0,0,25,62,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Controlling und Finanzen,64,29,0,0,24,10,1,0,0,0,0,0,0,24,65,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,"  Ergotherapie, Logopädie, Physiotherapie",125,105,27,23,0,0,0,0,0,0,0,0,27,0,125,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,"  Ergotherapie, Physiotherapie (dual)",222,186,45,40,53,47,8,6,0,0,1,0,45,54,230,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Gesundheitsmanagement / Health Management,57,25,0,0,0,0,1,1,0,0,0,0,0,0,58,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Hebammenwissenschaft,22,21,11,11,22,21,2,2,2,2,2,2,13,24,24,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  HELPP – Versorgungsforschung und -gestaltung,52,47,0,0,17,15,1,0,0,0,0,0,0,17,53,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Hochschul- und Wissenschaftsmanagement,76,61,0,0,0,0,4,3,0,0,0,0,0,0,80,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  International Business and Management (Master),43,28,0,0,16,9,32,21,5,4,7,4,5,23,75,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
