ReportTitle
Kleine Hochschulstatistik im WiSe 2020/21

Standort,Textbox24,StudDeutschW3,StudDeutsch1HS,StudAusland1HSW,StudDeutsch1FS,StudDeutsch1FSW,StudAusland,StudAuslandW,StudAusland1HSW1,StudAusland1HSW5,StudAusland1FS,StudDeutsch1FSW2,Stud1HS,Stud1FS,Textbox176,Organisation1,Textbox28,Textbox42,StudDeutsch1HS1,Textbox63,Textbox72,Textbox81,Textbox89,Textbox114,Textbox131,StudAusland1HSW4,Textbox156,StudDeutsch1FSW3,Textbox163,Textbox170,Textbox177,Studiengang1,StudDeutsch1,Textbox43,Textbox57,Textbox64,Textbox73,Textbox83,Textbox90,Textbox115,Textbox132,StudAusland1HSW3,Textbox157,StudDeutsch1FSW1,Textbox164,Textbox171,Textbox178,Textbox19,Textbox44,Textbox58,Textbox65,Textbox74,Textbox84,Textbox102,Textbox116,Textbox133,StudAusland1HSW2,Textbox158,StudAusland1FSW1,Textbox165,Textbox172,Textbox179
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Kunststofftechnik,38,6,8,1,11,1,1,1,0,0,1,1,8,12,39,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Kunststofftechnik im Praxisverbund,23,7,6,3,6,3,0,0,0,0,0,0,6,6,23,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Lehramt an berufsbildenden Schulen - Teilstudiengang Elektrotechnik,6,1,0,0,2,1,0,0,0,0,0,0,0,2,6,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Lehramt an berufsbildenden Schulen - Teilstudiengang Metalltechnik,17,2,0,0,6,1,0,0,0,0,0,0,0,6,17,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Maschinenbau,536,41,101,3,108,3,37,5,6,1,4,0,107,112,573,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Maschinenbau im Praxisverbund,86,17,0,0,0,0,1,1,0,0,0,0,0,0,87,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Maschinenbau mit Praxissemester,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Mechatronic Systems Engineering,89,5,0,0,23,1,4,1,0,0,0,0,0,23,93,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Mechatronik,95,3,18,1,20,1,14,2,4,1,2,0,22,22,109,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Media & Interaction Design,165,102,25,22,37,29,2,2,1,1,1,1,26,38,167,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Ingenieurwissenschaften und Informatik,2958,498,422,88,654,130,234,55,54,14,68,17,476,722,3192,  Werkstofftechnik,30,4,11,2,13,2,2,1,0,0,1,0,11,14,32,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Allgemeine Verwaltung,31,21,22,17,31,21,0,0,0,0,0,0,22,31,31,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,"  Auditing, Finance and Taxation",34,13,0,0,0,0,0,0,0,0,0,0,0,0,34,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Betriebliches Informationsmanagement,128,29,24,8,35,10,14,4,4,0,7,2,28,42,142,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Betriebswirtschaft (dual) - WiSo,102,58,22,10,23,11,1,1,0,0,0,0,22,23,103,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Betriebswirtschaft im Gesundheitswesen,258,178,39,30,47,37,5,2,0,0,0,0,39,47,263,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Betriebswirtschaft und Management - WiSo,592,316,110,62,127,65,46,37,2,2,3,2,112,130,638,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Business Management,73,47,0,0,24,13,0,0,0,0,0,0,0,24,73,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Controlling und Finanzen,64,27,0,0,26,10,2,1,0,0,0,0,0,26,66,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,"  Ergotherapie, Logopädie, Physiotherapie",137,117,40,36,0,0,1,1,0,0,0,0,40,0,138,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,"  Ergotherapie, Physiotherapie (dual)",224,189,42,35,52,43,7,6,1,1,2,1,43,54,231,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Gesundheitsmanagement / Health Management,57,27,0,0,0,0,2,2,0,0,0,0,0,0,59,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  HELPP – Versorgungsforschung und -gestaltung,46,43,0,0,19,17,1,0,1,0,1,0,1,20,47,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Hochschul- und Wissenschaftsmanagement,98,73,0,0,0,0,6,4,0,0,0,0,0,0,104,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  International Business and Management (Master),50,35,1,1,19,13,35,19,13,9,12,8,14,31,85,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  International Management,138,96,35,27,40,31,74,37,40,18,5,4,75,45,212,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  International Physiotherapy,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  International Supply Chain Management,19,4,0,0,0,0,5,3,0,0,0,0,0,0,24,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Internationale Betriebswirtschaft und Management,272,172,38,28,44,30,54,28,28,11,3,2,66,47,326,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Management in der Gesundheitsversorgung,74,57,0,0,23,14,1,1,0,0,1,1,0,24,75,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Management in Nonprofit-Organisationen,52,40,0,0,17,13,27,23,8,8,10,10,8,27,79,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Midwifery,102,102,1,1,0,0,6,6,0,0,0,0,1,0,108,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Muskuloskelettale Therapie (Manuelle Therapie – OMT),58,28,0,0,8,3,9,5,0,0,1,1,0,9,67,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Öffentliche Verwaltung,327,225,64,42,84,51,3,2,1,1,2,2,65,86,330,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Öffentliches Management,150,108,39,30,43,33,7,6,0,0,0,0,39,43,157,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Pflege (dual) - WiSo,154,136,30,26,38,32,4,2,0,0,0,0,30,38,158,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Pflegemanagement,154,99,0,0,0,0,2,2,0,0,0,0,0,0,156,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Pflegewissenschaft,103,84,0,0,0,0,2,2,0,0,0,0,0,0,105,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Physiotherapie,82,43,19,12,0,0,0,0,0,0,0,0,19,0,82,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Public Management,99,55,0,0,0,0,0,0,0,0,0,0,0,0,99,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Research and Innovation in Higher Education,1,1,1,1,0,0,4,2,4,2,0,0,5,0,5,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Soziale Arbeit,290,219,60,47,83,64,9,6,0,0,0,0,60,83,299,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Soziale Arbeit: Lokale Gestaltung sozialer Teilhabe,48,31,0,0,18,12,2,1,0,0,1,1,0,19,50,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Volkswirtschaftslehre,130,26,23,4,32,7,5,2,3,1,4,1,26,36,135,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Wirtschaftsinformatik (Master),16,4,0,0,8,0,0,0,0,0,0,0,0,8,16,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Wirtschaftspsychologie,297,218,30,22,35,25,13,11,2,1,3,2,32,38,310,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
Osnabrück Westerberg,8295,3796,1165,578,1676,753,673,323,183,84,142,67,1348,1818,8968, Fakultät Wirtschafts- und Sozialwissenschaften,4951,3148,714,475,965,598,374,234,110,56,59,40,824,1024,5325,  Wirtschaftsrecht (Bachelor),441,205,74,36,89,43,26,18,3,2,4,3,77,93,467,13405,5905,2112,987,3091,1365,779,381,224,105,171,80,2336,3262,14184
